rcdc_cso,rcdc,cso,pubs,agency
"AGENT ORANGE & DIOXIN * 6. Cancer Control, Survivorship",AGENT ORANGE & DIOXIN,6,,National Health and Medical Research Council
"INJURY - TRAUMA - (HEAD AND SPINE) * 4. Early Detection, Diagnosis",INJURY - TRAUMA - (HEAD AND SPINE),4,1.225,National Health and Medical Research Council
"PNEUMONIA & INFLUENZA * 4. Early Detection, Diagnosis",PNEUMONIA & INFLUENZA,4,1.6845238095238095,National Health and Medical Research Council
"ARTHRITIS * 4. Early Detection, Diagnosis",ARTHRITIS,4,1.7,National Health and Medical Research Council
CLIMATE-RELATED EXPOSURES AND CONDITIONS * 5. Treatment,CLIMATE-RELATED EXPOSURES AND CONDITIONS,5,4.5,National Health and Medical Research Council
HUMAN FETAL TISSUE * 1. Biology,HUMAN FETAL TISSUE,1,1.059523809523809,National Health and Medical Research Council
PSORIASIS * 2. Etiology,PSORIASIS,2,0.8333333333333333,National Health and Medical Research Council
GENETIC TESTING * 3. Prevention,GENETIC TESTING,3,0.8291666666666666,National Health and Medical Research Council
CHRONIC FATIGUE SYNDROME (ME/CFS) * 1. Biology,CHRONIC FATIGUE SYNDROME (ME/CFS),1,,National Health and Medical Research Council
FOOD ALLERGIES * 2. Etiology,FOOD ALLERGIES,2,6.871825396825397,National Health and Medical Research Council
"DIABETES * 4. Early Detection, Diagnosis",DIABETES,4,4.291666666666667,National Health and Medical Research Council
"HEADACHES * 6. Cancer Control, Survivorship",HEADACHES,6,1.0146825396825396,National Health and Medical Research Council
INFLAMMATORY BOWEL DISEASE * 3. Prevention,INFLAMMATORY BOWEL DISEASE,3,0.6507936507936509,National Health and Medical Research Council
STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL - HUMAN * 5. Treatment,STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL - HUMAN,5,0.9148809523809524,National Health and Medical Research Council
STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL * 5. Treatment,STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL,5,1.0398809523809525,National Health and Medical Research Council
STROKE * 5. Treatment,STROKE,5,2.833333333333333,National Health and Medical Research Council
"VECTOR-BORNE DISEASES * 4. Early Detection, Diagnosis",VECTOR-BORNE DISEASES,4,0.25,National Health and Medical Research Council
DEPRESSION * 5. Treatment,DEPRESSION,5,2.0416666666666665,National Health and Medical Research Council
LIVER CANCER * 3. Prevention,LIVER CANCER,3,0.1111111111111111,National Health and Medical Research Council
ASTHMA * 3. Prevention,ASTHMA,3,2.825,National Health and Medical Research Council
POST-TRAUMATIC STRESS DISORDER (PTSD) * 2. Etiology,POST-TRAUMATIC STRESS DISORDER (PTSD),2,1.125,National Health and Medical Research Council
SCHIZOPHRENIA * 1. Biology,SCHIZOPHRENIA,1,3.1214285714285714,National Health and Medical Research Council
EMPHYSEMA * 1. Biology,EMPHYSEMA,1,0.125,National Health and Medical Research Council
ATAXIA TELANGIECTASIA * 2. Etiology,ATAXIA TELANGIECTASIA,2,1.7553571428571428,National Health and Medical Research Council
"HEPATITIS - B * 4. Early Detection, Diagnosis",HEPATITIS - B,4,0.05555555555555555,National Health and Medical Research Council
"PERIPHERAL NEUROPATHY * 4. Early Detection, Diagnosis",PERIPHERAL NEUROPATHY,4,0.25,National Health and Medical Research Council
DOWN SYNDROME * 2. Etiology,DOWN SYNDROME,2,0.3984487734487734,National Health and Medical Research Council
INJURY - TRAUMATIC BRAIN INJURY * 5. Treatment,INJURY - TRAUMATIC BRAIN INJURY,5,0.16666666666666666,National Health and Medical Research Council
"TUBERCULOSIS * 4. Early Detection, Diagnosis",TUBERCULOSIS,4,0.5,National Health and Medical Research Council
"RURAL HEALTH * 6. Cancer Control, Survivorship",RURAL HEALTH,6,53.77222222222224,National Health and Medical Research Council
POLYCYSTIC KIDNEY DISEASE * 5. Treatment,POLYCYSTIC KIDNEY DISEASE,5,,National Health and Medical Research Council
MUSCULAR DYSTROPHY * 5. Treatment,MUSCULAR DYSTROPHY,5,,National Health and Medical Research Council
HODGKIN'S DISEASE * 2. Etiology,HODGKIN'S DISEASE,2,0.8244047619047619,National Health and Medical Research Council
"BIODEFENSE * 4. Early Detection, Diagnosis",BIODEFENSE,4,0.5928571428571429,National Health and Medical Research Council
"NEUROFIBROMATOSIS * 6. Cancer Control, Survivorship",NEUROFIBROMATOSIS,6,0.1,National Health and Medical Research Council
MYOTONIC DYSTROPHY * 1. Biology,MYOTONIC DYSTROPHY,1,,National Health and Medical Research Council
ANTIMICROBIAL RESISTANCE * 2. Etiology,ANTIMICROBIAL RESISTANCE,2,1.7303571428571427,National Health and Medical Research Council
DIGESTIVE DISEASES - (GALLBLADDER) * 2. Etiology,DIGESTIVE DISEASES - (GALLBLADDER),2,2.1087301587301592,National Health and Medical Research Council
ORPHAN DRUG * 3. Prevention,ORPHAN DRUG,3,1.0764069264069265,National Health and Medical Research Council
"NEUROBLASTOMA * 6. Cancer Control, Survivorship",NEUROBLASTOMA,6,0.6000000000000001,National Health and Medical Research Council
TUBERCULOSIS VACCINE * 5. Treatment,TUBERCULOSIS VACCINE,5,0.48809523809523797,National Health and Medical Research Council
HEALTH EFFECTS OF INDOOR AIR POLLUTION * 1. Biology,HEALTH EFFECTS OF INDOOR AIR POLLUTION,1,0.3333333333333333,National Health and Medical Research Council
"RHEUMATOID ARTHRITIS * 6. Cancer Control, Survivorship",RHEUMATOID ARTHRITIS,6,,National Health and Medical Research Council
SCLERODERMA * 5. Treatment,SCLERODERMA,5,0.08333333333333333,National Health and Medical Research Council
"LUPUS * 6. Cancer Control, Survivorship",LUPUS,6,0.25,National Health and Medical Research Council
OSTEOPOROSIS * 3. Prevention,OSTEOPOROSIS,3,4.741666666666666,National Health and Medical Research Council
TUBEROUS SCLEROSIS * 5. Treatment,TUBEROUS SCLEROSIS,5,0.3333333333333333,National Health and Medical Research Council
"SPINAL CORD INJURY * 4. Early Detection, Diagnosis",SPINAL CORD INJURY,4,0.8,National Health and Medical Research Council
PNEUMONIA * 1. Biology,PNEUMONIA,1,3.361904761904763,National Health and Medical Research Council
LUPUS * 3. Prevention,LUPUS,3,,National Health and Medical Research Council
ANXIETY DISORDERS * 2. Etiology,ANXIETY DISORDERS,2,0.125,National Health and Medical Research Council
"HYPERTENSION * 4. Early Detection, Diagnosis",HYPERTENSION,4,0.5333333333333333,National Health and Medical Research Council
ARTHRITIS * 3. Prevention,ARTHRITIS,3,4.770833333333334,National Health and Medical Research Council
"ASTHMA * 4. Early Detection, Diagnosis",ASTHMA,4,2.0,National Health and Medical Research Council
HYDROCEPHALUS * 1. Biology,HYDROCEPHALUS,1,,National Health and Medical Research Council
"FIBROMYALGIA * 6. Cancer Control, Survivorship",FIBROMYALGIA,6,0.25,National Health and Medical Research Council
STEM CELL RESEARCH - NONEMBRYONIC - NON-HUMAN * 3. Prevention,STEM CELL RESEARCH - NONEMBRYONIC - NON-HUMAN,3,0.2,National Health and Medical Research Council
CONGENITAL STRUCTURAL ANOMALIES * 5. Treatment,CONGENITAL STRUCTURAL ANOMALIES,5,,National Health and Medical Research Council
"PRESCRIPTION DRUG ABUSE * 6. Cancer Control, Survivorship",PRESCRIPTION DRUG ABUSE,6,2.4198412698412697,National Health and Medical Research Council
ALS * 5. Treatment,ALS,5,0.4261904761904762,National Health and Medical Research Council
FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY * 1. Biology,FACIOSCAPULOHUMERAL MUSCULAR DYSTROPHY,1,,National Health and Medical Research Council
STEM CELL RESEARCH - UMBILICAL CORD BLOOD/ PLACENTA * 1. Biology,STEM CELL RESEARCH - UMBILICAL CORD BLOOD/ PLACENTA,1,1.4690476190476192,National Health and Medical Research Council
NEUROFIBROMATOSIS * 5. Treatment,NEUROFIBROMATOSIS,5,0.4,National Health and Medical Research Council
SPINAL CORD INJURY * 1. Biology,SPINAL CORD INJURY,1,1.0357142857142856,National Health and Medical Research Council
INJURY - TRAUMA - (HEAD AND SPINE) * 1. Biology,INJURY - TRAUMA - (HEAD AND SPINE),1,1.7690476190476192,National Health and Medical Research Council
EMPHYSEMA * 2. Etiology,EMPHYSEMA,2,2.6583333333333337,National Health and Medical Research Council
"MAJOR DEPRESSIVE DISORDER * 6. Cancer Control, Survivorship",MAJOR DEPRESSIVE DISORDER,6,0.3736111111111111,National Health and Medical Research Council
HUNTINGTON'S DISEASE * 2. Etiology,HUNTINGTON'S DISEASE,2,,National Health and Medical Research Council
"ALS * 6. Cancer Control, Survivorship",ALS,6,3.782575757575759,National Health and Medical Research Council
"ALCOHOLISM, ALCOHOL USE AND HEALTH * 4. Early Detection, Diagnosis",ALCOHOLISM ALCOHOL USE AND HEALTH,4,1.25,National Health and Medical Research Council
PEDIATRIC CANCER * 3. Prevention,PEDIATRIC CANCER,3,1.309523809523809,National Health and Medical Research Council
INFANT MORTALITY/ (LBW) * 2. Etiology,INFANT MORTALITY/ (LBW),2,5.995436507936509,National Health and Medical Research Council
ATTENTION DEFICIT DISORDER (ADD) * 2. Etiology,ATTENTION DEFICIT DISORDER (ADD),2,0.6166666666666666,National Health and Medical Research Council
UNDERAGE DRINKING * 3. Prevention,UNDERAGE DRINKING,3,6.276190476190476,National Health and Medical Research Council
"EMERGENCY CARE * 6. Cancer Control, Survivorship",EMERGENCY CARE,6,9.500000000000002,National Health and Medical Research Council
TUBERCULOSIS * 2. Etiology,TUBERCULOSIS,2,1.2277777777777776,National Health and Medical Research Council
"MALARIA * 4. Early Detection, Diagnosis",MALARIA,4,,National Health and Medical Research Council
MIND AND BODY * 2. Etiology,MIND AND BODY,2,1.4190476190476191,National Health and Medical Research Council
"INFLUENZA * 6. Cancer Control, Survivorship",INFLUENZA,6,4.946031746031746,National Health and Medical Research Council
ENDOMETRIOSIS * 1. Biology,ENDOMETRIOSIS,1,0.65,National Health and Medical Research Council
SLEEP RESEARCH * 3. Prevention,SLEEP RESEARCH,3,1.5833333333333337,National Health and Medical Research Council
"HODGKIN'S DISEASE * 4. Early Detection, Diagnosis",HODGKIN'S DISEASE,4,0.5,National Health and Medical Research Council
SUICIDE PREVENTION * 3. Prevention,SUICIDE PREVENTION,3,0.625,National Health and Medical Research Council
TOBACCO * 5. Treatment,TOBACCO,5,,National Health and Medical Research Council
ANTIMICROBIAL RESISTANCE * 1. Biology,ANTIMICROBIAL RESISTANCE,1,1.0833333333333333,National Health and Medical Research Council
SPINAL CORD INJURY * 5. Treatment,SPINAL CORD INJURY,5,1.136904761904762,National Health and Medical Research Council
"MUSCULAR DYSTROPHY * 6. Cancer Control, Survivorship",MUSCULAR DYSTROPHY,6,0.29166666666666663,National Health and Medical Research Council
SUICIDE * 3. Prevention,SUICIDE,3,0.9678571428571427,National Health and Medical Research Council
"INJURY - CHILDHOOD INJURIES * 6. Cancer Control, Survivorship",INJURY - CHILDHOOD INJURIES,6,4.481349206349207,National Health and Medical Research Council
DEPRESSION * 1. Biology,DEPRESSION,1,0.8111111111111111,National Health and Medical Research Council
COOLEY'S ANEMIA * 2. Etiology,COOLEY'S ANEMIA,2,0.1111111111111111,National Health and Medical Research Council
"UTERINE CANCER * 6. Cancer Control, Survivorship",UTERINE CANCER,6,8.333333333333334,National Health and Medical Research Council
LYMPHOMA * 3. Prevention,LYMPHOMA,3,0.3666666666666667,National Health and Medical Research Council
UTERINE CANCER * 3. Prevention,UTERINE CANCER,3,0.125,National Health and Medical Research Council
OVARIAN CANCER * 3. Prevention,OVARIAN CANCER,3,3.183333333333333,National Health and Medical Research Council
PEDIATRIC AIDS * 2. Etiology,PEDIATRIC AIDS,2,1.3166666666666669,National Health and Medical Research Council
MYASTHENIA GRAVIS * 1. Biology,MYASTHENIA GRAVIS,1,0.25,National Health and Medical Research Council
ALLERGIC RHINITIS (HAY FEVER) * 2. Etiology,ALLERGIC RHINITIS (HAY FEVER),2,0.75,National Health and Medical Research Council
"ALS * 4. Early Detection, Diagnosis",ALS,4,1.5194444444444444,National Health and Medical Research Council
INTERSTITIAL CYSTITIS * 5. Treatment,INTERSTITIAL CYSTITIS,5,,National Health and Medical Research Council
"EPILEPSY * 4. Early Detection, Diagnosis",EPILEPSY,4,0.7,National Health and Medical Research Council
SMOKING AND HEALTH * 5. Treatment,SMOKING AND HEALTH,5,,National Health and Medical Research Council
"ORGAN TRANSPLANTATION * 4. Early Detection, Diagnosis",ORGAN TRANSPLANTATION,4,2.7722222222222226,National Health and Medical Research Council
BIOENGINEERING * 3. Prevention,BIOENGINEERING,3,3.565476190476192,National Health and Medical Research Council
PERINATAL - BIRTH - PRETERM (LBW) * 1. Biology,PERINATAL - BIRTH - PRETERM (LBW),1,3.603174603174604,National Health and Medical Research Council
ATHEROSCLEROSIS * 3. Prevention,ATHEROSCLEROSIS,3,1.125,National Health and Medical Research Council
HUMAN GENOME * 3. Prevention,HUMAN GENOME,3,1.8986111111111108,National Health and Medical Research Council
ATTENTION DEFICIT DISORDER (ADD) * 3. Prevention,ATTENTION DEFICIT DISORDER (ADD),3,0.7678571428571428,National Health and Medical Research Council
STEM CELL RESEARCH - UMBILICAL CORD BLOOD/ PLACENTA - HUMAN * 1. Biology,STEM CELL RESEARCH - UMBILICAL CORD BLOOD/ PLACENTA - HUMAN,1,0.8023809523809523,National Health and Medical Research Council
PERINATAL - BIRTH - PRETERM (LBW) * 2. Etiology,PERINATAL - BIRTH - PRETERM (LBW),2,4.831746031746032,National Health and Medical Research Council
HODGKIN'S DISEASE * 5. Treatment,HODGKIN'S DISEASE,5,0.8875,National Health and Medical Research Council
AUTISM * 1. Biology,AUTISM,1,1.5069805194805197,National Health and Medical Research Council
"INTERSTITIAL CYSTITIS * 6. Cancer Control, Survivorship",INTERSTITIAL CYSTITIS,6,,National Health and Medical Research Council
EPILEPSY * 5. Treatment,EPILEPSY,5,1.7999999999999998,National Health and Medical Research Council
VACCINE RELATED (AIDS) * 1. Biology,VACCINE RELATED (AIDS),1,7.257142857142857,National Health and Medical Research Council
CHRONIC OBSTRUCTIVE PULMONARY DISEASE * 3. Prevention,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,3,1.225,National Health and Medical Research Council
"EPILEPSY * 6. Cancer Control, Survivorship",EPILEPSY,6,2.015079365079365,National Health and Medical Research Council
"FIBROID TUMORS (UTERINE) * 6. Cancer Control, Survivorship",FIBROID TUMORS (UTERINE),6,,National Health and Medical Research Council
RURAL HEALTH * 1. Biology,RURAL HEALTH,1,,National Health and Medical Research Council
SLEEP RESEARCH * 5. Treatment,SLEEP RESEARCH,5,,National Health and Medical Research Council
"CYSTIC FIBROSIS * 4. Early Detection, Diagnosis",CYSTIC FIBROSIS,4,1.7357142857142855,National Health and Medical Research Council
PNEUMONIA * 3. Prevention,PNEUMONIA,3,0.9849206349206348,National Health and Medical Research Council
BRAIN CANCER * 3. Prevention,BRAIN CANCER,3,0.2,National Health and Medical Research Council
CONTRACEPTION/REPRODUCTION * 3. Prevention,CONTRACEPTION/REPRODUCTION,3,3.2928571428571427,National Health and Medical Research Council
TRANSMISSIBLE SPONGIFORM ENCEPHALOPATHY (TSE) * 2. Etiology,TRANSMISSIBLE SPONGIFORM ENCEPHALOPATHY (TSE),2,0.16666666666666666,National Health and Medical Research Council
SEXUAL AND GENDER MINORITIES (SGM/LGBT*) * 2. Etiology,SEXUAL AND GENDER MINORITIES (SGM/LGBT*),2,4.3103896103896115,National Health and Medical Research Council
"HUNTINGTON'S DISEASE * 6. Cancer Control, Survivorship",HUNTINGTON'S DISEASE,6,1.0587662337662336,National Health and Medical Research Council
INFERTILITY * 3. Prevention,INFERTILITY,3,,National Health and Medical Research Council
"ADOLESCENT SEXUAL ACTIVITY * 6. Cancer Control, Survivorship",ADOLESCENT SEXUAL ACTIVITY,6,2.9712301587301586,National Health and Medical Research Council
SERIOUS MENTAL ILLNESS * 1. Biology,SERIOUS MENTAL ILLNESS,1,1.4658730158730158,National Health and Medical Research Council
POLYCYSTIC KIDNEY DISEASE * 2. Etiology,POLYCYSTIC KIDNEY DISEASE,2,0.14285714285714285,National Health and Medical Research Council
MIND AND BODY * 5. Treatment,MIND AND BODY,5,5.566666666666667,National Health and Medical Research Council
"ALCOHOLISM, ALCOHOL USE AND HEALTH * 1. Biology",ALCOHOLISM ALCOHOL USE AND HEALTH,1,1.934523809523809,National Health and Medical Research Council
DEMENTIA * 3. Prevention,DEMENTIA,3,2.085508935508936,National Health and Medical Research Council
"ATTENTION DEFICIT DISORDER (ADD) * 6. Cancer Control, Survivorship",ATTENTION DEFICIT DISORDER (ADD),6,5.564682539682538,National Health and Medical Research Council
SUICIDE * 2. Etiology,SUICIDE,2,1.6666666666666663,National Health and Medical Research Council
"AUTISM * 4. Early Detection, Diagnosis",AUTISM,4,0.2625,National Health and Medical Research Council
"CEREBRAL PALSY * 6. Cancer Control, Survivorship",CEREBRAL PALSY,6,1.6147546897546898,National Health and Medical Research Council
"SPINA BIFIDA * 4. Early Detection, Diagnosis",SPINA BIFIDA,4,,National Health and Medical Research Council
"SUICIDE * 6. Cancer Control, Survivorship",SUICIDE,6,3.061111111111111,National Health and Medical Research Council
COOLEY'S ANEMIA * 5. Treatment,COOLEY'S ANEMIA,5,0.125,National Health and Medical Research Council
TRANSMISSIBLE SPONGIFORM ENCEPHALOPATHY (TSE) * 1. Biology,TRANSMISSIBLE SPONGIFORM ENCEPHALOPATHY (TSE),1,0.6111111111111109,National Health and Medical Research Council
"FOODBORNE ILLNESS * 4. Early Detection, Diagnosis",FOODBORNE ILLNESS,4,2.075,National Health and Medical Research Council
MIGRAINES * 1. Biology,MIGRAINES,1,,National Health and Medical Research Council
HEADACHES * 1. Biology,HEADACHES,1,,National Health and Medical Research Council
CHRONIC FATIGUE SYNDROME (ME/CFS) * 5. Treatment,CHRONIC FATIGUE SYNDROME (ME/CFS),5,,National Health and Medical Research Council
