funder_name,rcdc_name_1_grnt,rcdc_name_1_pub,weight
National Health and Medical Research Council,Pediatric Research Initiative,Clinical Research,13
National Health and Medical Research Council,Pediatric Research Initiative,Clinical Trials and Supportive Activities,1
National Health and Medical Research Council,Pediatric Research Initiative,Colo-Rectal Cancer,1
National Health and Medical Research Council,Pediatric Research Initiative,Complementary and Alternative Medicine,1
National Health and Medical Research Council,Pediatric Research Initiative,Dementia,1
National Health and Medical Research Council,Pediatric Research Initiative,Digestive Diseases,2
National Health and Medical Research Council,Pediatric Research Initiative,Genetics,20
National Health and Medical Research Council,Pediatric Research Initiative,Health Services,1
National Health and Medical Research Council,Pediatric Research Initiative,Heart Disease,1
National Health and Medical Research Council,Pediatric Research Initiative,Hematology,1
National Health and Medical Research Council,Pediatric Research Initiative,Human Genome,1
National Health and Medical Research Council,Pediatric Research Initiative,Infant Mortality/ (LBW),1
National Health and Medical Research Council,Pediatric Research Initiative,Infertility,1
National Health and Medical Research Council,Pediatric Research Initiative,Injury (total) Accidents/Adverse Effects,1
National Health and Medical Research Council,Pediatric Research Initiative,Intellectual and Developmental Disabilities (IDD),5
National Health and Medical Research Council,Pediatric Research Initiative,Lung,1
National Health and Medical Research Council,Pediatric Research Initiative,Mental Health,3
National Health and Medical Research Council,Pediatric Research Initiative,Mind and Body,1
National Health and Medical Research Council,Pediatric Research Initiative,Neurodegenerative,2
National Health and Medical Research Council,Pediatric Research Initiative,Neurosciences,1
National Health and Medical Research Council,Pediatric Research Initiative,Nutrition,20
National Health and Medical Research Council,Pediatric Research Initiative,Osteoporosis,3
National Health and Medical Research Council,Pediatric Research Initiative,Pediatric,24
National Health and Medical Research Council,Pediatric Research Initiative,Pediatric Cancer,3
National Health and Medical Research Council,Pediatric Research Initiative,Prevention,15
National Health and Medical Research Council,Pediatric Research Initiative,Rare Diseases,6
National Health and Medical Research Council,Pediatric Research Initiative,Regenerative Medicine,6
National Health and Medical Research Council,Pediatric Research Initiative,Stem Cell Research,5
National Health and Medical Research Council,Pediatric Research Initiative,Stem Cell Research - Nonembryonic - Human,1
National Health and Medical Research Council,Pediatric Research Initiative,Stem Cell Research - Nonembryonic - Non-Human,1
National Health and Medical Research Council,Pediatric Research Initiative,Tobacco,2
National Health and Medical Research Council,Pediatric Research Initiative,Transplantation,1
National Health and Medical Research Council,Pediatric Research Initiative,Vaccine Related,1
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Acute Respiratory Distress Syndrome,1
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Aging,1
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Biodefense,1
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Bioengineering,21
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Biotechnology,4
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Brain Disorders,2
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Breast Cancer,1
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Cancer,3
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Cardiovascular,2
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Cerebral Palsy,2
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Chronic Liver Disease and Cirrhosis,1
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Chronic Obstructive Pulmonary Disease,1
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Clinical Research,14
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Conditions Affecting the Embryonic and Fetal Periods,1
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Contraception/Reproduction,6
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Diagnostic Radiology,2
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Genetics,4
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Heart Disease,1
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Human Genome,1
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Immunization,1
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Infant Mortality/ (LBW),14
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Infectious Diseases,2
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Injury (total) Accidents/Adverse Effects,4
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Lung,48
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Lung Cancer,1
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Neurodegenerative,1
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Neurosciences,8
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Nutrition,1
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Pain Research,4
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Pediatric,16
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Perinatal - Birth - Preterm (LBW),12
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Perinatal - Neonatal Respiratory Distress Syndrome,1
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Perinatal Period - Conditions Originating in Perinatal Period,25
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Prevention,1
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Rare Diseases,2
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Regenerative Medicine,6
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Sleep Research,1
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Stem Cell Research,5
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Stem Cell Research - Nonembryonic - Human,1
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Stem Cell Research - Umbilical Cord Blood/ Placenta,1
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,1
National Health and Medical Research Council,Perinatal - Birth - Preterm (LBW),Stroke,1
National Health and Medical Research Council,Prevention,Aging,89
National Health and Medical Research Council,Prevention,"Alcoholism, Alcohol Use and Health",12
National Health and Medical Research Council,Prevention,Allergic Rhinitis (Hay Fever),2
National Health and Medical Research Council,Prevention,Alzheimer's Disease,4
National Health and Medical Research Council,Prevention,Antimicrobial Resistance,1
National Health and Medical Research Council,Prevention,Arthritis,10
National Health and Medical Research Council,Prevention,Asthma,19
National Health and Medical Research Council,Prevention,Ataxia Telangiectasia,4
National Health and Medical Research Council,Prevention,Attention Deficit Disorder (ADD),1
National Health and Medical Research Council,Prevention,Autoimmune Disease,24
National Health and Medical Research Council,Prevention,Basic Behavioral and Social Science,19
National Health and Medical Research Council,Prevention,Behavioral and Social Science,55
National Health and Medical Research Council,Prevention,Biodefense,12
National Health and Medical Research Council,Prevention,Bioengineering,80
National Health and Medical Research Council,Prevention,Biotechnology,99
National Health and Medical Research Council,Prevention,Brain Cancer,4
National Health and Medical Research Council,Prevention,Brain Disorders,60
National Health and Medical Research Council,Prevention,Breast Cancer,33
National Health and Medical Research Council,Prevention,Cancer,652
National Health and Medical Research Council,Prevention,Cannabinoid Research,1
National Health and Medical Research Council,Prevention,Cardiovascular,12
National Health and Medical Research Council,Prevention,Cervical Cancer,1
National Health and Medical Research Council,Prevention,Chronic Liver Disease and Cirrhosis,4
National Health and Medical Research Council,Prevention,Chronic Obstructive Pulmonary Disease,2
National Health and Medical Research Council,Prevention,Climate-Related Exposures and Conditions,39
